metric_id,pillar,category,metric_name,unit,value_2023,value_2024,target_2024,status,data_source,confidence,business_unit,framework_tags
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Delhi,tCO2e,6609.308,6302.516,6400.286,Met,ERP emissions module / utility bills (BU: OFC-DLH),0.91,OFC-DLH,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Ahmedabad,tCO2e,2356.897,2195.35,2152.433,On Track,ERP emissions module / utility bills (BU: OFC-AMD),0.95,OFC-AMD,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Kochi Sales,tCO2e,7982.673,6817.669,7044.798,Met,ERP emissions module / utility bills (BU: OFC-KCH),0.9,OFC-KCH,GRI 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Coimbatore,tCO2e,2026.347,2004.372,1882.227,Not Met,ERP emissions module / utility bills (BU: OFC-CMB),0.89,OFC-CMB,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Bhubaneswar,tCO2e,6323.902,6944.007,6835.528,On Track,ERP emissions module / utility bills (BU: OFC-BBS),0.9,OFC-BBS,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Office — Jaipur,tCO2e,7210.224,6485.625,7536.248,Met,ERP emissions module / utility bills (BU: OFC-JPR),0.89,OFC-JPR,GRI 305
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Polymers,tCO2e,5279.174,4784.974,4336.105,Not Met,ERP emissions module / utility bills (BU: BIZ-PLM),0.82,BIZ-PLM,GRI 303
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Fuels,tCO2e,5725.546,5698.87,5904.176,Met,ERP emissions module / utility bills (BU: BIZ-FUE),0.84,BIZ-FUE,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Lubricants,tCO2e,4335.032,3981.493,4213.509,Met,ERP emissions module / utility bills (BU: BIZ-LUB),0.83,BIZ-LUB,SOX 404
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Agrochemicals,tCO2e,4635.534,4329.883,4540.922,Met,ERP emissions module / utility bills (BU: BIZ-AGR),0.93,BIZ-AGR,CSRD ESRS G1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Specialty Chemicals,tCO2e,3835.249,4093.981,3925.957,On Track,ERP emissions module / utility bills (BU: BIZ-SPC),0.91,BIZ-SPC,BRSR Principal 5
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Packaging,tCO2e,7921.786,6307.691,6798.373,Met,ERP emissions module / utility bills (BU: BIZ-PCK),0.91,BIZ-PCK,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Renewables Division,tCO2e,2392.004,2201.355,1994.462,Not Met,ERP emissions module / utility bills (BU: BIZ-RNW),0.96,BIZ-RNW,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Business Unit — Hydrogen Pilot,tCO2e,8255.486,8735.755,8290.214,Not Met,ERP emissions module / utility bills (BU: BIZ-HYD),0.88,BIZ-HYD,GRI 405
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — Corporate Finance,tCO2e,4462.759,4682.485,4840.609,Met,ERP emissions module / utility bills (BU: FNC-COR),0.92,FNC-COR,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — Procurement,tCO2e,10075.872,10082.87,9780.899,On Track,ERP emissions module / utility bills (BU: FNC-PRC),0.8,FNC-PRC,CSRD-DM
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — Human Resources,tCO2e,6184.627,5055.681,5389.183,Met,ERP emissions module / utility bills (BU: FNC-HRM),0.96,FNC-HRM,CSRD-DM
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — IT & Digital,tCO2e,10706.998,11713.241,10811.231,Not Met,ERP emissions module / utility bills (BU: FNC-IT),0.8,FNC-IT,SASB-RT-CH
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — Legal & Compliance,tCO2e,1399.863,1312.733,1356.345,Met,ERP emissions module / utility bills (BU: FNC-LGL),0.92,FNC-LGL,CSRD ESRS S1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — Communications,tCO2e,12569.016,11882.131,11550.116,On Track,ERP emissions module / utility bills (BU: FNC-COM),0.81,FNC-COM,GRI 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Function — CSR & Sustainability,tCO2e,5099.587,3960.569,4190.435,Met,ERP emissions module / utility bills (BU: FNC-CSR),0.96,FNC-CSR,CSRD ESRS S1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — West India,tCO2e,9214.023,9985.381,10101.043,Met,ERP emissions module / utility bills (BU: REG-WST),0.79,REG-WST,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — North India,tCO2e,2830.717,3032.068,2868.778,Not Met,ERP emissions module / utility bills (BU: REG-NTH),0.96,REG-NTH,GRI 305
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — South India,tCO2e,9130.792,8819.905,7856.63,Not Met,ERP emissions module / utility bills (BU: REG-STH),0.96,REG-STH,GRI 306
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — East India,tCO2e,3350.215,2472.021,2772.424,Met,ERP emissions module / utility bills (BU: REG-EST),0.86,REG-EST,GRI 303
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — International (ME + APAC),tCO2e,3441.537,2927.05,2962.954,Met,ERP emissions module / utility bills (BU: REG-INT),0.82,REG-INT,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — Europe,tCO2e,8187.106,7566.435,6874.605,Not Met,ERP emissions module / utility bills (BU: REG-EUR),0.93,REG-EUR,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Region — Americas,tCO2e,6525.781,5479.392,6238.03,Met,ERP emissions module / utility bills (BU: REG-AMR),0.93,REG-AMR,CSRD-DM
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Net-Zero 2050,tCO2e,5025.4,4540.02,4338.597,On Track,ERP emissions module / utility bills (BU: PJT-NETZ),0.8,PJT-NETZ,GRI 303
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Circular Economy,tCO2e,13971.915,11811.662,13390.848,Met,ERP emissions module / utility bills (BU: PJT-CIRC),0.86,PJT-CIRC,CSRD-DM
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Water Stewardship,tCO2e,9499.96,7091.157,7739.942,Met,ERP emissions module / utility bills (BU: PJT-WTR),0.87,PJT-WTR,CSRD ESRS S1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — DEI Acceleration,tCO2e,9003.405,8365.331,7715.318,Not Met,ERP emissions module / utility bills (BU: PJT-DEI),0.84,PJT-DEI,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Process Safety,tCO2e,4997.246,4988.514,5233.56,Met,ERP emissions module / utility bills (BU: PJT-SAF),0.87,PJT-SAF,GRI 403
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Digital Twin Rollout,tCO2e,6908.814,5829.173,6735.055,Met,ERP emissions module / utility bills (BU: PJT-DIG),0.84,PJT-DIG,SOX 404
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Carbon Capture Pilot,tCO2e,4557.952,4095.379,4161.118,Met,ERP emissions module / utility bills (BU: PJT-CCS),0.87,PJT-CCS,GRI 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — EV Fleet Transition,tCO2e,8400.637,7892.458,7235.524,Not Met,ERP emissions module / utility bills (BU: PJT-EVS),0.78,PJT-EVS,SEC-CLIM SX-14
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Renewable PPA Expansion,tCO2e,1953.566,1970.589,1983.358,Met,ERP emissions module / utility bills (BU: PJT-RNW),0.83,PJT-RNW,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Bio-feedstock Sourcing,tCO2e,12199.561,12888.148,12711.459,On Track,ERP emissions module / utility bills (BU: PJT-BIO),0.87,PJT-BIO,SEC-CLIM SX-14
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Independent Assurance,tCO2e,11548.104,13773.794,11972.038,Not Met,ERP emissions module / utility bills (BU: PJT-AUD),0.87,PJT-AUD,GRI 305
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Code of Conduct Refresh,tCO2e,10361.346,10714.727,9317.457,Not Met,ERP emissions module / utility bills (BU: PJT-COC),0.81,PJT-COC,SEC-CLIM SX-14
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Whistleblower Strengthening,tCO2e,3471.299,3137.939,3361.823,Met,ERP emissions module / utility bills (BU: PJT-WHB),0.83,PJT-WHB,SASB-RT-CH
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Tax Transparency,tCO2e,4025.8,3209.43,3652.069,Met,ERP emissions module / utility bills (BU: PJT-TAX),0.97,PJT-TAX,SEC-CLIM SX-14
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Cybersecurity Hardening,tCO2e,4965.655,5651.585,5391.622,On Track,ERP emissions module / utility bills (BU: PJT-CYB),0.91,PJT-CYB,BRSR Principal 5
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Data Privacy Programme,tCO2e,8581.49,7647.324,7050.595,Not Met,ERP emissions module / utility bills (BU: PJT-DAT),0.93,PJT-DAT,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Living Wage Audit,tCO2e,6952.484,7017.972,6648.338,Not Met,ERP emissions module / utility bills (BU: PJT-LIV),0.87,PJT-LIV,SASB-RT-CH
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Community Investment,tCO2e,10964.458,10668.331,9334.339,Not Met,ERP emissions module / utility bills (BU: PJT-COM),0.95,PJT-COM,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Programme — Human Rights Salience,tCO2e,10825.571,10101.989,9783.745,On Track,ERP emissions module / utility bills (BU: PJT-HRT),0.82,PJT-HRT,GRI 306
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — BRSR (SEBI India),tCO2e,13587.358,13160.991,12349.807,Not Met,ERP emissions module / utility bills (BU: FW-BRSR),0.94,FW-BRSR,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — CSRD ESRS (EU),tCO2e,15022.971,13639.718,12765.016,Not Met,ERP emissions module / utility bills (BU: FW-CSRD),0.94,FW-CSRD,SEC-CLIM SX-14
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — CDP Climate,tCO2e,5590.398,6257.62,5541.147,Not Met,ERP emissions module / utility bills (BU: FW-CDP),0.82,FW-CDP,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — CDP Water,tCO2e,3727.871,3282.23,3106.384,Not Met,ERP emissions module / utility bills (BU: FW-CDPW),0.81,FW-CDPW,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — TCFD,tCO2e,7716.747,6598.583,7190.591,Met,ERP emissions module / utility bills (BU: FW-TCFD),0.95,FW-TCFD,GRI 305
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — TNFD,tCO2e,4366.024,3604.822,4032.831,Met,ERP emissions module / utility bills (BU: FW-TNFD),0.85,FW-TNFD,SOX 404
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — SBTi Validation,tCO2e,6316.803,7245.846,6235.371,Not Met,ERP emissions module / utility bills (BU: FW-SBTI),0.94,FW-SBTI,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — GRI Universal,tCO2e,1732.323,2064.821,1796.117,Not Met,ERP emissions module / utility bills (BU: FW-GRI),0.82,FW-GRI,CSRD ESRS S1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — SASB Chemicals,tCO2e,6011.666,4657.602,5396.754,Met,ERP emissions module / utility bills (BU: FW-SASB),0.83,FW-SASB,SOX 404
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Framework — IFRS S1/S2,tCO2e,3589.098,3309.418,3348.945,Met,ERP emissions module / utility bills (BU: FW-IFRS),0.85,FW-IFRS,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Physical Climate Risk,tCO2e,8122.348,7903.781,6911.458,Not Met,ERP emissions module / utility bills (BU: RSK-PHY),0.82,RSK-PHY,GRI 303
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Transition Climate Risk,tCO2e,5281.142,4816.843,4806.704,On Track,ERP emissions module / utility bills (BU: RSK-TRN),0.79,RSK-TRN,IFRS S2
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Water Stress Risk,tCO2e,13432.589,10738.493,11015.808,Met,ERP emissions module / utility bills (BU: RSK-WTR),0.96,RSK-WTR,GRI 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Biodiversity Risk,tCO2e,8039.999,7813.674,6851.146,Not Met,ERP emissions module / utility bills (BU: RSK-BIO),0.8,RSK-BIO,GRI 306
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Supplier Concentration Risk,tCO2e,2893.774,3066.361,2722.083,Not Met,ERP emissions module / utility bills (BU: RSK-SUP),0.9,RSK-SUP,BRSR Principal 6
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Cyber Risk,tCO2e,11877.104,10492.811,9653.445,Not Met,ERP emissions module / utility bills (BU: RSK-CYB),0.93,RSK-CYB,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Data Privacy Risk,tCO2e,3873.814,3687.606,3658.503,On Track,ERP emissions module / utility bills (BU: RSK-DAT),0.92,RSK-DAT,SASB-RT-CH
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Regulatory Risk,tCO2e,3367.792,2550.555,2872.481,Met,ERP emissions module / utility bills (BU: RSK-REG),0.84,RSK-REG,CSRD-DM
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Litigation Risk,tCO2e,7883.893,7434.044,7836.51,Met,ERP emissions module / utility bills (BU: RSK-LIT),0.82,RSK-LIT,GRI 306
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Risk Theme — Reputation Risk,tCO2e,6400.893,5413.105,5837.107,Met,ERP emissions module / utility bills (BU: RSK-REP),0.79,RSK-REP,GRI 403
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — B2B Industrial Customers,tCO2e,4959.477,4463.161,5186.662,Met,ERP emissions module / utility bills (BU: MKT-B2B),0.79,MKT-B2B,GRI 305
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — B2C Consumer,tCO2e,4809.653,4200.204,3965.286,Not Met,ERP emissions module / utility bills (BU: MKT-B2C),0.89,MKT-B2C,CSRD ESRS E1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — Export,tCO2e,6430.434,6437.432,6948.093,Met,ERP emissions module / utility bills (BU: MKT-EXP),0.95,MKT-EXP,TCFD-Metrics
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — Public Sector,tCO2e,6041.032,5633.929,5332.005,Not Met,ERP emissions module / utility bills (BU: MKT-PSU),0.82,MKT-PSU,GRI 405
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — SMB Channel,tCO2e,7269.785,7465.581,7143.688,On Track,ERP emissions module / utility bills (BU: MKT-SMB),0.8,MKT-SMB,CSRD ESRS E1
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — OEM Tier-1,tCO2e,5540.203,6974.699,6077.226,Not Met,ERP emissions module / utility bills (BU: MKT-OEM),0.79,MKT-OEM,SOX 302
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — Distributor Network,tCO2e,10714.999,10636.23,9744.655,Not Met,ERP emissions module / utility bills (BU: MKT-DST),0.91,MKT-DST,BRSR Principal 5
E01,Environmental,Climate,Total GHG Emissions (Scope 1+2) — Market — Direct to Consumer,tCO2e,4241.341,3597.024,3943.274,Met,ERP emissions module / utility bills (BU: MKT-DTC),0.97,MKT-DTC,IFRS S2
E02,Environmental,Climate,Scope 3 Emissions — Corporate / HQ,tCO2e,1094.052,1323.101,1145.477,Not Met,ERP emissions module / utility bills (BU: HQ),0.85,HQ,SASB-RT-CH
E02,Environmental,Climate,Scope 3 Emissions — Refinery — Hazira,tCO2e,761.16,758.858,836.257,Met,ERP emissions module / utility bills (BU: REF-HZR),0.91,REF-HZR,GRI 306
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Jamnagar,tCO2e,814.719,783.995,818.239,Met,ERP emissions module / utility bills (BU: PCH-JMG),0.79,PCH-JMG,CSRD ESRS E1
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Vadodara,tCO2e,967.583,790.447,822.132,Met,ERP emissions module / utility bills (BU: PCH-VDR),0.79,PCH-VDR,SEC-CLIM SX-14
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Paradip,tCO2e,880.853,932.109,920.336,On Track,ERP emissions module / utility bills (BU: PCH-PDP),0.86,PCH-PDP,SEC-CLIM SX-14
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Haldia,tCO2e,959.706,1083.871,1005.014,Not Met,ERP emissions module / utility bills (BU: PCH-HLD),0.87,PCH-HLD,BRSR Principal 6
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Gandhar,tCO2e,3225.049,3134.402,3251.661,Met,ERP emissions module / utility bills (BU: PCH-GDR),0.86,PCH-GDR,SEC-CLIM SX-14
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Dahej,tCO2e,2011.395,1725.27,1784.146,Met,ERP emissions module / utility bills (BU: PCH-DHJ),0.87,PCH-DHJ,TCFD-Metrics
E02,Environmental,Climate,Scope 3 Emissions — Petchem — Nagothane,tCO2e,1401.066,1395.905,1370.231,On Track,ERP emissions module / utility bills (BU: PCH-NGT),0.89,PCH-NGT,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Visakhapatnam,tCO2e,4172.702,4100.854,3705.849,Not Met,ERP emissions module / utility bills (BU: LOG-VSP),0.84,LOG-VSP,CSRD ESRS S1
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Mangalore,tCO2e,911.308,1002.238,892.939,Not Met,ERP emissions module / utility bills (BU: LOG-MNG),0.8,LOG-MNG,GRI 302
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Kochi,tCO2e,1995.642,2010.127,2012.582,Met,ERP emissions module / utility bills (BU: LOG-KCH),0.89,LOG-KCH,SOX 404
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Nashik,tCO2e,1875.782,1780.765,1964.554,Met,ERP emissions module / utility bills (BU: LOG-NSK),0.93,LOG-NSK,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Kandla,tCO2e,1161.253,1222.291,1122.514,Not Met,ERP emissions module / utility bills (BU: LOG-KND),0.87,LOG-KND,GRI 403
E02,Environmental,Climate,Scope 3 Emissions — Logistics — Tuticorin,tCO2e,1332.446,1057.683,1174.157,Met,ERP emissions module / utility bills (BU: LOG-TUT),0.93,LOG-TUT,SOX 404
E02,Environmental,Climate,Scope 3 Emissions — Distribution — Kolkata,tCO2e,1545.731,1647.455,1536.031,Not Met,ERP emissions module / utility bills (BU: DST-KOL),0.88,DST-KOL,SOX 404
E02,Environmental,Climate,Scope 3 Emissions — Distribution — Hyderabad,tCO2e,530.741,635.521,596.185,Not Met,ERP emissions module / utility bills (BU: DST-HYD),0.91,DST-HYD,GRI 306
E02,Environmental,Climate,Scope 3 Emissions — Distribution — Lucknow,tCO2e,4062.535,3470.726,3416.47,On Track,ERP emissions module / utility bills (BU: DST-LKO),0.9,DST-LKO,GRI 305
E02,Environmental,Climate,Scope 3 Emissions — Distribution — Indore,tCO2e,2239.13,1978.66,2201.057,Met,ERP emissions module / utility bills (BU: DST-IND),0.95,DST-IND,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — R&D — Pune,tCO2e,2588.904,2183.779,2272.561,Met,ERP emissions module / utility bills (BU: RND-PUN),0.91,RND-PUN,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — R&D — Bengaluru,tCO2e,1719.864,1632.449,1798.532,Met,ERP emissions module / utility bills (BU: RND-BLR),0.89,RND-BLR,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — R&D — Surat Polymer Lab,tCO2e,1484.456,1700.796,1572.446,Not Met,ERP emissions module / utility bills (BU: RND-SRT),0.84,RND-SRT,SOX 302
E02,Environmental,Climate,Scope 3 Emissions — R&D — Hyderabad Catalysis,tCO2e,1977.447,2248.842,2151.061,On Track,ERP emissions module / utility bills (BU: RND-HYD),0.82,RND-HYD,SOX 404
E02,Environmental,Climate,Scope 3 Emissions — Office — Chennai,tCO2e,1864.362,2101.71,1998.072,Not Met,ERP emissions module / utility bills (BU: OFC-CHN),0.95,OFC-CHN,GRI 405
E02,Environmental,Climate,Scope 3 Emissions — Office — Delhi,tCO2e,1214.268,1021.006,1175.054,Met,ERP emissions module / utility bills (BU: OFC-DLH),0.87,OFC-DLH,GRI 303
E02,Environmental,Climate,Scope 3 Emissions — Office — Ahmedabad,tCO2e,1325.001,1277.088,1394.52,Met,ERP emissions module / utility bills (BU: OFC-AMD),0.94,OFC-AMD,SOX 404
E02,Environmental,Climate,Scope 3 Emissions — Office — Kochi Sales,tCO2e,1011.866,1043.277,1024.685,On Track,ERP emissions module / utility bills (BU: OFC-KCH),0.88,OFC-KCH,BRSR Principal 6
E02,Environmental,Climate,Scope 3 Emissions — Office — Coimbatore,tCO2e,3057.621,3147.063,3099.93,On Track,ERP emissions module / utility bills (BU: OFC-CMB),0.94,OFC-CMB,GRI 405
